gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
AC008763.3	[1,0,0,0]	[4555,204,801,2056]	[3,1,1,2]	[7074,2074,3438,7257]	4.0385e-01	5.2511e-01	3.2097e-01
AC008764.1	[7,2,0,3]	[4549,202,801,2053]	[6,3,0,8]	[7071,2072,3439,7251]	2.3156e+00	1.2808e-01	1.9218e+00
AC008764.4	[1,0,0,1]	[4555,204,801,2055]	[0,1,0,1]	[7077,2074,3439,7258]	5.0231e-01	4.7849e-01	4.4741e+00
AC008770.1	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
AC008770.2	[1,1,0,1]	[4555,203,801,2055]	[4,2,0,5]	[7073,2073,3439,7254]	1.0577e-03	9.7406e-01	8.0647e-01
AC008878.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC008878.3	[10,1,1,4]	[4546,203,800,2052]	[17,7,1,23]	[7060,2068,3438,7236]	1.0593e-01	7.4482e-01	8.7001e-01
AC008982.1	[0,0,0,2]	[4556,204,801,2054]	[7,2,0,6]	[7070,2073,3439,7253]	1.4914e+00	2.2199e-01	3.6697e-01
AC009086.2	[4,0,0,0]	[4552,204,801,2056]	[3,2,2,3]	[7074,2073,3437,7256]	7.9966e-02	7.7734e-01	1.0165e+00
AC009119.2	[5,0,0,1]	[4551,204,801,2055]	[5,1,0,4]	[7072,2074,3439,7255]	4.5892e-02	8.3037e-01	1.3041e+00
AC009163.2	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AC009163.4	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,4]	[7077,2075,3439,7255]	2.0630e-05	9.9638e-01	1.5720e+00
AC009336.2	[0,0,0,3]	[4556,204,801,2053]	[2,2,0,7]	[7075,2073,3439,7252]	4.6326e-02	8.2958e-01	9.3233e-01
AC009690.1	[2,0,0,0]	[4554,204,801,2056]	[1,2,0,0]	[7076,2073,3439,7259]	2.4303e-02	8.7612e-01	2.1324e+00
AC009779.3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
AC009879.2	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AC009879.3	[1,0,0,0]	[4555,204,801,2056]	[4,0,0,0]	[7073,2075,3439,7259]	1.7631e-01	6.7456e-01	3.8820e-01
AC010132.3	[1,0,0,1]	[4555,204,801,2055]	[2,1,0,1]	[7075,2074,3439,7258]	3.7179e-02	8.4710e-01	1.2690e+00
AC010197.2	[3,0,0,0]	[4553,204,801,2056]	[3,1,0,2]	[7074,2074,3439,7257]	7.8204e-02	7.7975e-01	1.0699e+00
AC010255.3	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,3]	[7076,2074,3439,7256]	1.8348e-02	8.9225e-01	6.8151e-01
AC010319.2	[2,0,0,2]	[4554,204,801,2054]	[5,1,1,7]	[7072,2074,3438,7252]	7.4370e-02	7.8508e-01	7.3371e-01
AC010323.1	[3,0,0,2]	[4553,204,801,2054]	[3,1,1,0]	[7074,2074,3438,7259]	1.0189e+00	3.1277e-01	2.3288e+00
AC010325.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AC010326.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
AC010327.1	[2,0,0,0]	[4554,204,801,2056]	[5,0,0,1]	[7072,2075,3439,7258]	1.1618e-01	7.3321e-01	5.5822e-01
AC010422.3	[1,0,1,0]	[4555,204,800,2056]	[4,2,0,5]	[7073,2073,3439,7254]	3.6526e-01	5.4560e-01	4.9813e-01
AC010422.5	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,5]	[7076,2075,3439,7254]	1.0211e-01	7.4931e-01	9.2801e-01
AC010422.6	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	9.2358e-02	7.6120e-01	2.2664e+00
AC010463.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	4.0668e-01	5.2366e-01	0.0000e+00
AC010487.3	[4,1,0,1]	[4552,203,801,2055]	[4,2,1,6]	[7073,2073,3438,7253]	3.7869e-02	8.4571e-01	1.2655e+00
AC010522.1	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,2]	[7075,2073,3439,7257]	8.3058e-01	3.6211e-01	0.0000e+00
AC010531.1	[7,0,0,1]	[4549,204,801,2055]	[5,1,0,3]	[7072,2074,3439,7256]	9.2152e-01	3.3708e-01	1.8601e+00
AC010542.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC010547.4	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	9.0074e-01	3.4258e-01	0.0000e+00
AC010615.4	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.0775e-02	8.6074e-01	1.9898e+00
AC010616.1	[2,0,0,4]	[4554,204,801,2052]	[7,2,0,7]	[7070,2073,3439,7252]	3.2322e-02	8.5732e-01	9.7047e-01
AC010616.2	[14,3,0,8]	[4542,201,801,2048]	[15,12,0,18]	[7062,2063,3439,7241]	2.9229e+00	8.7331e-02	1.6034e+00
AC010619.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC010646.1	[2,0,0,1]	[4554,204,801,2055]	[3,1,0,2]	[7074,2074,3439,7257]	2.4635e-02	8.7528e-01	1.1701e+00
AC011195.2	[2,0,0,0]	[4554,204,801,2056]	[2,3,0,5]	[7075,2072,3439,7254]	9.3581e-02	7.5967e-01	5.6442e-01
AC011448.1	[4,0,0,1]	[4552,204,801,2055]	[9,0,0,11]	[7068,2075,3439,7248]	9.7321e-01	3.2388e-01	5.3937e-01
AC011452.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	1.6577e-02	8.9755e-01	3.2203e+00
AC011455.2	[5,0,0,3]	[4551,204,801,2053]	[7,3,0,6]	[7070,2072,3439,7253]	6.3972e-02	8.0032e-01	1.2414e+00
AC011462.1	[6,1,0,1]	[4550,203,801,2055]	[5,4,0,10]	[7072,2071,3439,7249]	2.0371e-02	8.8651e-01	1.1807e+00
AC011473.4	[2,0,0,1]	[4554,204,801,2055]	[2,0,0,3]	[7075,2075,3439,7256]	1.5573e-03	9.6852e-01	1.3811e+00
AC011479.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	5.0102e-02	8.2289e-01	8.4172e-01
AC011498.4	[0,0,0,2]	[4556,204,801,2054]	[2,1,0,5]	[7075,2074,3439,7254]	3.8330e-03	9.5063e-01	7.8847e-01
AC011499.1	[1,0,0,1]	[4555,204,801,2055]	[0,1,0,2]	[7077,2074,3439,7257]	1.5224e-01	6.9640e-01	2.6141e+00
AC011511.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	4.0668e-01	5.2366e-01	0.0000e+00
AC011530.1	[3,0,0,1]	[4553,204,801,2055]	[2,1,0,6]	[7075,2074,3439,7253]	3.4764e-03	9.5298e-01	1.1854e+00
AC011604.2	[5,0,0,5]	[4551,204,801,2051]	[13,2,1,6]	[7064,2073,3438,7253]	1.8392e-02	8.9212e-01	1.0228e+00
AC012184.2	[3,0,1,1]	[4553,204,800,2055]	[6,1,1,8]	[7071,2074,3438,7251]	5.6181e-02	8.1264e-01	7.7715e-01
AC012213.5	[0,0,1,0]	[4556,204,800,2056]	[2,0,2,3]	[7075,2075,3437,7256]	1.8070e-01	6.7078e-01	4.4471e-01
AC012254.2	[1,0,0,0]	[4555,204,801,2056]	[0,2,0,2]	[7077,2073,3439,7257]	3.1945e-01	5.7194e-01	9.8048e-01
AC012309.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	9.9703e-03	9.2046e-01	3.5319e+00
AC012476.1	[1,0,0,0]	[4555,204,801,2056]	[4,1,1,5]	[7073,2074,3438,7254]	1.4819e+00	2.2348e-01	2.0623e-01
AC012531.3	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	8.2874e-02	7.7344e-01	0.0000e+00
AC012651.1	[1,0,0,2]	[4555,204,801,2054]	[3,1,1,0]	[7074,2074,3438,7259]	2.9779e-02	8.6299e-01	1.4911e+00
AC013394.1	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,0]	[7073,2075,3439,7259]	1.5774e-02	9.0005e-01	7.7657e-01
AC013470.2	[1,0,0,2]	[4555,204,801,2054]	[0,0,1,1]	[7077,2075,3438,7258]	1.7421e+00	1.8687e-01	5.2921e+00
AC013489.1	[5,0,0,1]	[4551,204,801,2055]	[7,3,0,7]	[7070,2072,3439,7252]	1.2237e-02	9.1192e-01	8.3872e-01
AC013717.1	[3,0,1,1]	[4553,204,800,2055]	[10,0,1,4]	[7067,2075,3438,7255]	2.7015e-01	6.0323e-01	6.8449e-01
AC015688.4	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC015813.2	[2,0,0,0]	[4554,204,801,2056]	[1,1,0,5]	[7076,2074,3439,7254]	1.0516e-02	9.1832e-01	7.6774e-01
AC017083.3	[0,0,0,1]	[4556,204,801,2055]	[3,1,1,3]	[7074,2074,3438,7256]	4.2714e-01	5.1340e-01	3.6827e-01
AC018362.3	[4,0,0,2]	[4552,204,801,2054]	[2,4,0,1]	[7075,2071,3439,7258]	1.9981e+00	1.5749e-01	2.9321e+00
AC018512.1	[2,0,0,1]	[4554,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	6.5596e-03	9.3545e-01	1.4303e+00
AC018523.2	[0,1,0,0]	[4556,203,801,2056]	[5,1,1,2]	[7072,2074,3438,7257]	8.6807e-01	3.5149e-01	3.3987e-01
AC018630.2	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,2]	[7077,2075,3439,7257]	5.0970e-02	8.2138e-01	1.7657e+00
AC018709.1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	7.3382e-02	7.8647e-01	4.3579e-01
AC018755.2	[8,0,0,2]	[4548,204,801,2054]	[8,2,0,8]	[7069,2073,3439,7251]	1.2626e-01	7.2235e-01	1.2657e+00
AC019117.3	[5,0,0,1]	[4551,204,801,2055]	[9,2,2,12]	[7068,2073,3437,7247]	9.6189e-01	3.2671e-01	5.6741e-01
AC020907.6	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	1.8666e-01	6.6571e-01	9.9345e-01
AC020909.1	[7,0,0,2]	[4549,204,801,2054]	[13,2,1,10]	[7064,2073,3438,7249]	2.5522e-01	6.1342e-01	7.5845e-01
AC020915.1	[0,0,0,0]	[4556,204,801,2056]	[2,1,0,4]	[7075,2074,3439,7255]	1.2657e+00	2.6058e-01	0.0000e+00
AC020915.5	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC020922.1	[11,0,0,1]	[4545,204,801,2055]	[9,6,0,13]	[7068,2069,3439,7246]	2.0877e-04	9.8847e-01	1.0780e+00
AC021072.1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	7.3382e-02	7.8647e-01	4.3579e-01
AC021660.3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
AC022167.5	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	7.3382e-02	7.8647e-01	4.3579e-01
AC022384.1	[4,0,0,0]	[4552,204,801,2056]	[7,3,0,5]	[7070,2072,3439,7254]	3.7419e-01	5.4073e-01	5.9131e-01
AC022400.6	[7,0,0,1]	[4549,204,801,2055]	[8,7,0,13]	[7069,2068,3439,7246]	1.8202e-01	6.6964e-01	7.5972e-01
AC022414.1	[5,1,0,3]	[4551,203,801,2053]	[10,2,0,13]	[7067,2073,3439,7246]	4.6522e-03	9.4562e-01	9.0300e-01
AC022506.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AC022826.2	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	2.2730e-04	9.8797e-01	5.5626e-01
AC023055.1	[2,0,0,0]	[4554,204,801,2056]	[9,4,0,9]	[7068,2071,3439,7250]	3.8398e+00	5.0048e-02	2.0709e-01
AC023509.3	[1,0,0,0]	[4555,204,801,2056]	[4,2,0,6]	[7073,2073,3439,7253]	1.6131e+00	2.0405e-01	1.9808e-01
AC024592.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC025165.3	[1,0,0,2]	[4555,204,801,2054]	[4,0,0,0]	[7073,2075,3439,7259]	6.5596e-03	9.3545e-01	1.3833e+00
AC025263.2	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,2]	[7076,2074,3439,7257]	1.5224e-01	6.9640e-01	8.4462e-01
AC025283.2	[3,0,0,0]	[4553,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	4.5159e-01	5.0158e-01	2.9812e+00
AC025283.3	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,3]	[7076,2075,3439,7256]	2.3716e-02	8.7761e-01	1.3169e+00
AC025287.4	[2,0,0,1]	[4554,204,801,2055]	[2,1,0,5]	[7075,2074,3439,7254]	1.1172e-01	7.3819e-01	1.0099e+00
AC026316.5	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,5]	[7077,2075,3439,7254]	1.1203e-01	7.3785e-01	1.1025e+00
AC026398.1	[6,2,0,2]	[4550,202,801,2054]	[3,2,0,11]	[7074,2073,3439,7248]	1.6059e+00	2.0507e-01	1.8601e+00
AC026464.1	[1,1,0,3]	[4555,203,801,2053]	[1,0,0,3]	[7076,2075,3439,7256]	3.3366e+00	6.7756e-02	3.6624e+00
AC026464.4	[5,0,0,2]	[4551,204,801,2054]	[5,1,0,10]	[7072,2074,3439,7249]	5.2826e-03	9.4206e-01	1.0813e+00
AC026464.6	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
AC026786.1	[7,0,0,2]	[4549,204,801,2054]	[4,1,0,9]	[7073,2074,3439,7250]	6.1086e-01	4.3446e-01	1.5977e+00
AC026954.2	[1,0,0,0]	[4555,204,801,2056]	[5,1,0,3]	[7072,2074,3439,7256]	1.2658e+00	2.6056e-01	2.2437e-01
AC027644.4	[2,0,0,2]	[4554,204,801,2054]	[4,0,0,4]	[7073,2075,3439,7255]	1.2331e-02	9.1158e-01	1.1331e+00
AC027796.3	[1,0,1,3]	[4555,204,800,2053]	[11,2,0,6]	[7066,2073,3439,7253]	5.1181e-01	4.7435e-01	6.4636e-01
AC034102.2	[2,1,0,1]	[4554,203,801,2055]	[3,0,1,1]	[7074,2075,3438,7258]	3.8175e-01	5.3667e-01	1.8346e+00
AC036214.3	[0,0,0,2]	[4556,204,801,2054]	[7,0,0,4]	[7070,2075,3439,7255]	9.0861e-01	3.4048e-01	4.2989e-01
AC037459.1	[4,0,0,2]	[4552,204,801,2054]	[5,4,2,4]	[7072,2071,3437,7255]	1.8981e-03	9.6525e-01	1.1161e+00
AC040162.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
AC046185.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	2.6399e-01	6.0739e-01	9.1875e-01
AC048338.1	[6,0,0,3]	[4550,204,801,2053]	[4,3,0,10]	[7073,2072,3439,7249]	4.3019e-01	5.1189e-01	1.4820e+00
AC055811.2	[2,0,0,1]	[4554,204,801,2055]	[1,1,0,1]	[7076,2074,3439,7258]	5.5312e-01	4.5705e-01	2.8445e+00
AC058822.1	[5,2,0,2]	[4551,202,801,2054]	[12,3,0,13]	[7065,2072,3439,7246]	1.1947e-01	7.2961e-01	8.1905e-01
AC067968.1	[2,0,0,2]	[4554,204,801,2054]	[3,3,0,7]	[7074,2072,3439,7252]	2.7578e-02	8.6810e-01	9.2860e-01
AC068234.1	[9,0,0,1]	[4547,204,801,2055]	[9,6,0,9]	[7068,2069,3439,7250]	1.3309e-02	9.0816e-01	1.0341e+00
AC068533.4	[0,0,0,0]	[4556,204,801,2056]	[6,0,0,1]	[7071,2075,3439,7258]	2.6780e+00	1.0174e-01	0.0000e+00
AC068547.1	[0,0,0,0]	[4556,204,801,2056]	[3,1,0,3]	[7074,2074,3439,7256]	1.5512e+00	2.1296e-01	0.0000e+00
AC068580.4	[2,1,0,0]	[4554,203,801,2056]	[13,4,0,3]	[7064,2071,3439,7256]	2.7026e+00	1.0018e-01	3.4763e-01
AC068631.2	[1,0,0,1]	[4555,204,801,2055]	[1,2,0,4]	[7076,2073,3439,7255]	1.2570e-01	7.2293e-01	9.5464e-01
AC068775.1	[3,0,0,1]	[4553,204,801,2055]	[3,0,1,4]	[7074,2075,3438,7255]	8.3019e-03	9.2740e-01	1.1593e+00
AC068790.8	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AC068831.7	[0,0,0,1]	[4556,204,801,2055]	[3,1,1,10]	[7074,2074,3438,7249]	1.9971e+00	1.5760e-01	2.1266e-01
AC068896.1	[2,0,0,1]	[4554,204,801,2055]	[1,2,0,3]	[7076,2073,3439,7256]	4.4242e-02	8.3340e-01	1.6193e+00
AC068946.1	[3,0,0,0]	[4553,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	3.2195e-01	5.7044e-01	2.6009e+00
AC069257.3	[6,0,0,0]	[4550,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.5021e+00	6.1290e-02	5.9649e+00
AC069368.1	[1,0,0,1]	[4555,204,801,2055]	[2,3,0,3]	[7075,2072,3439,7256]	1.8312e-02	8.9236e-01	8.0954e-01
AC069444.2	[4,0,0,2]	[4552,204,801,2054]	[4,0,0,11]	[7073,2075,3439,7248]	5.9810e-02	8.0680e-01	9.9937e-01
AC069503.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC073082.1	[2,0,0,0]	[4554,204,801,2056]	[5,3,0,3]	[7072,2072,3439,7256]	5.6613e-01	4.5180e-01	4.2099e-01
AC073111.3	[2,0,0,1]	[4554,204,801,2055]	[4,0,0,3]	[7073,2075,3439,7256]	3.3744e-02	8.5425e-01	8.9552e-01
AC073283.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AC073508.2	[1,0,0,2]	[4555,204,801,2054]	[0,0,1,1]	[7077,2075,3438,7258]	1.7421e+00	1.8687e-01	5.2921e+00
AC073610.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AC073612.1	[0,0,0,1]	[4556,204,801,2055]	[1,0,1,0]	[7076,2075,3438,7259]	1.6108e-01	6.8816e-01	1.3423e+00
AC073896.1	[0,0,0,1]	[4556,204,801,2055]	[3,0,1,1]	[7074,2075,3438,7258]	7.6907e-02	7.8153e-01	4.9176e-01
AC074143.1	[0,0,0,0]	[4556,204,801,2056]	[4,0,1,2]	[7073,2075,3438,7257]	1.9859e+00	1.5877e-01	0.0000e+00
AC078927.1	[0,0,0,1]	[4556,204,801,2055]	[1,2,0,3]	[7076,2073,3439,7256]	1.9815e-03	9.6449e-01	6.3201e-01
AC079447.1	[0,1,0,1]	[4556,203,801,2055]	[0,1,0,3]	[7077,2074,3439,7256]	2.2561e-01	6.3480e-01	2.2493e+00
AC079594.2	[6,0,1,1]	[4550,204,800,2055]	[8,2,1,13]	[7069,2073,3438,7246]	6.3945e-02	8.0037e-01	8.2247e-01
AC083800.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AC084121.12	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AC084121.13	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC084337.2	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,3]	[7076,2075,3439,7256]	2.3716e-02	8.7761e-01	1.3169e+00
AC087289.3	[0,0,1,0]	[4556,204,800,2056]	[2,0,0,1]	[7075,2075,3439,7258]	1.1762e-01	7.3163e-01	8.0785e-01
AC087498.1	[9,0,0,4]	[4547,204,801,2052]	[7,5,0,5]	[7070,2070,3439,7254]	2.5062e+00	1.1340e-01	2.0034e+00
AC087632.1	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	9.2358e-02	7.6120e-01	2.2664e+00
AC090004.1	[1,0,0,1]	[4555,204,801,2055]	[2,2,0,2]	[7075,2073,3439,7257]	1.6803e-01	6.8187e-01	9.8852e-01
AC090227.1	[2,0,0,1]	[4554,204,801,2055]	[3,0,0,2]	[7074,2075,3439,7257]	8.4905e-03	9.2658e-01	1.2350e+00
AC090360.1	[1,0,0,2]	[4555,204,801,2054]	[2,0,0,0]	[7075,2075,3439,7259]	7.3756e-01	3.9044e-01	2.7668e+00
AC090517.4	[8,1,0,2]	[4548,203,801,2054]	[6,1,0,10]	[7071,2074,3439,7249]	8.6263e-01	3.5300e-01	1.5796e+00
AC090527.2	[3,0,0,0]	[4553,204,801,2056]	[5,1,1,8]	[7072,2074,3438,7251]	8.0050e-01	3.7094e-01	4.5582e-01
AC091057.6	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,4]	[7076,2075,3439,7255]	1.3942e-01	7.0886e-01	9.5464e-01
AC091167.2	[4,0,0,2]	[4552,204,801,2054]	[4,1,0,0]	[7073,2074,3439,7259]	1.4463e+00	2.2912e-01	2.4117e+00
AC091167.6	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,3]	[7077,2074,3439,7256]	1.5224e-01	6.9640e-01	8.0934e-01
AC091167.7	[0,0,0,2]	[4556,204,801,2054]	[5,0,0,6]	[7072,2075,3439,7253]	5.8386e-01	4.4480e-01	4.7460e-01
AC091551.1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	4.6522e-03	9.4562e-01	5.1767e-01
AC091959.3	[7,1,0,6]	[4549,203,801,2050]	[3,6,1,14]	[7074,2069,3438,7245]	2.9000e+00	8.8580e-02	1.9751e+00
AC092017.3	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	9.2358e-02	7.6120e-01	2.2664e+00
AC092042.3	[1,0,0,1]	[4555,204,801,2055]	[1,1,1,2]	[7076,2074,3438,7257]	4.0844e-02	8.3984e-01	1.2485e+00
AC092073.1	[1,1,0,1]	[4555,203,801,2055]	[1,1,0,5]	[7076,2074,3439,7254]	2.7247e-02	8.6889e-01	1.4504e+00
AC092111.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC092143.1	[16,1,1,8]	[4540,203,800,2048]	[15,8,3,23]	[7062,2067,3436,7236]	1.7509e+00	1.8577e-01	1.4476e+00
AC092329.3	[1,0,0,1]	[4555,204,801,2055]	[12,3,0,2]	[7065,2072,3439,7257]	3.2184e+00	7.2813e-02	2.5634e-01
AC092442.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AC092647.5	[3,0,0,0]	[4553,204,801,2056]	[4,1,0,5]	[7073,2074,3439,7254]	7.2426e-02	7.8784e-01	6.6120e-01
AC092718.3	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	1.9902e-01	6.5551e-01	3.7627e-01
AC092835.1	[4,0,1,0]	[4552,204,800,2056]	[4,2,0,5]	[7073,2073,3439,7254]	3.5578e-03	9.5244e-01	1.1388e+00
AC093155.3	[0,0,0,0]	[4556,204,801,2056]	[2,3,1,4]	[7075,2072,3438,7255]	1.6879e+00	1.9388e-01	0.0000e+00
AC093227.2	[1,0,0,0]	[4555,204,801,2056]	[4,1,0,0]	[7073,2074,3439,7259]	2.3579e-01	6.2726e-01	3.6721e-01
AC093323.1	[4,0,0,1]	[4552,204,801,2055]	[6,1,1,5]	[7071,2074,3438,7254]	1.0096e-04	9.9198e-01	8.6078e-01
AC093423.3	[3,0,0,0]	[4553,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	1.5774e-02	9.0005e-01	1.5537e+00
AC093512.2	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	3.7179e-02	8.4710e-01	4.6282e-01
AC093525.1	[2,0,0,5]	[4554,204,801,2051]	[5,0,0,4]	[7072,2075,3439,7255]	9.7710e-01	3.2292e-01	1.8005e+00
AC093525.2	[5,0,0,0]	[4551,204,801,2056]	[10,1,2,6]	[7067,2074,3437,7253]	9.4068e-01	3.3210e-01	5.3254e-01
AC093668.1	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,0]	[7077,2074,3439,7259]	1.4206e-01	7.0624e-01	8.7058e+00
AC093827.5	[0,1,0,0]	[4556,203,801,2056]	[4,0,0,1]	[7073,2075,3439,7258]	1.1770e-01	7.3154e-01	5.0942e-01
AC093899.2	[2,0,0,0]	[4554,204,801,2056]	[5,1,0,6]	[7072,2074,3439,7253]	9.8570e-01	3.2080e-01	3.6066e-01
AC096582.3	[1,1,0,0]	[4555,203,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	7.1434e-02	7.8926e-01	1.1558e+00
AC096887.1	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.5596e-03	9.3545e-01	1.4904e+00
AC097104.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,2]	[7077,2075,3438,7257]	3.4176e-02	8.5333e-01	0.0000e+00
AC097625.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AC097634.4	[8,0,1,7]	[4548,204,800,2049]	[15,7,0,9]	[7062,2068,3439,7250]	5.1477e-01	4.7308e-01	1.3123e+00
AC097636.1	[2,0,0,1]	[4554,204,801,2055]	[3,2,0,7]	[7074,2073,3439,7252]	5.9517e-02	8.0726e-01	6.8838e-01
AC097637.1	[16,0,1,5]	[4540,204,800,2051]	[14,4,2,26]	[7063,2071,3437,7233]	2.9740e-01	5.8552e-01	1.2083e+00
