gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
ANKRD36C	[2,0,1,0]	[4554,204,800,2056]	[2,0,0,4]	[7075,2075,3439,7255]	1.0674e-02	9.1771e-01	1.2171e+00
ANKRD37	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	1.0781e+00	2.9913e-01	Infinity
ANKRD39	[5,0,0,0]	[4551,204,801,2056]	[3,1,0,1]	[7074,2074,3439,7258]	5.1724e-01	4.7202e-01	2.0490e+00
ANKRD40	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
ANKRD40CL	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
ANKRD42	[2,0,0,1]	[4554,204,801,2055]	[8,1,0,7]	[7069,2074,3439,7252]	1.3449e+00	2.4617e-01	4.1839e-01
ANKRD44	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,5]	[7077,2075,3439,7254]	3.6732e-02	8.4801e-01	1.2575e+00
ANKRD46	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
ANKRD49	[2,0,0,1]	[4554,204,801,2055]	[1,0,0,3]	[7076,2075,3439,7256]	1.3942e-01	7.0886e-01	1.8945e+00
ANKRD50	[1,0,0,2]	[4555,204,801,2054]	[1,1,1,1]	[7076,2074,3438,7258]	4.9089e-01	4.8353e-01	2.4331e+00
ANKRD52	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
ANKRD54	[0,0,0,0]	[4556,204,801,2056]	[6,1,0,0]	[7071,2074,3439,7259]	2.4901e+00	1.1456e-01	0.0000e+00
ANKRD55	[3,0,1,0]	[4553,204,800,2056]	[12,1,0,1]	[7065,2074,3439,7258]	8.8302e-01	3.4737e-01	5.2589e-01
ANKRD6	[5,0,0,1]	[4551,204,801,2055]	[2,1,0,2]	[7075,2074,3439,7257]	1.7786e+00	1.8232e-01	2.9090e+00
ANKRD60	[1,0,0,0]	[4555,204,801,2056]	[5,2,0,5]	[7072,2073,3439,7254]	1.8550e+00	1.7321e-01	1.8761e-01
ANKRD61	[8,0,0,2]	[4548,204,801,2054]	[6,1,0,4]	[7071,2074,3439,7255]	1.5245e+00	2.1693e-01	1.9355e+00
ANKRD62	[6,0,1,3]	[4550,204,800,2053]	[5,0,2,5]	[7072,2075,3437,7254]	1.8361e+00	1.7541e-01	1.9780e+00
ANKRD66	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	2.2730e-04	9.8797e-01	5.5626e-01
ANKRD7	[0,0,0,0]	[4556,204,801,2056]	[1,4,0,2]	[7076,2071,3439,7257]	5.2618e-01	4.6822e-01	0.0000e+00
ANKRD9	[1,0,0,2]	[4555,204,801,2054]	[0,1,0,2]	[7077,2074,3439,7257]	1.2808e+00	2.5776e-01	4.0837e+00
ANKS1A	[0,0,0,1]	[4556,204,801,2055]	[3,1,0,1]	[7074,2074,3439,7258]	3.7179e-02	8.4710e-01	5.2468e-01
ANKS1B	[0,0,0,0]	[4556,204,801,2056]	[0,1,1,2]	[7077,2074,3438,7257]	8.3535e-02	7.7256e-01	0.0000e+00
ANKS3	[3,0,0,0]	[4553,204,801,2056]	[1,0,1,2]	[7076,2075,3438,7257]	6.3346e-02	8.0128e-01	1.7860e+00
ANKS4B	[4,0,0,1]	[4552,204,801,2055]	[4,0,0,3]	[7073,2075,3439,7256]	9.0339e-02	7.6375e-01	1.4418e+00
ANKS6	[1,0,0,0]	[4555,204,801,2056]	[2,4,0,2]	[7075,2071,3439,7257]	1.6261e-01	6.8677e-01	3.8429e-01
ANKUB1	[2,0,0,0]	[4554,204,801,2056]	[6,0,0,8]	[7071,2075,3439,7251]	1.7546e+00	1.8531e-01	2.9546e-01
ANKZF1	[4,1,0,2]	[4552,203,801,2054]	[10,7,1,11]	[7067,2068,3438,7248]	4.8497e-01	4.8618e-01	6.8432e-01
ANLN	[0,0,1,1]	[4556,204,800,2055]	[1,0,0,3]	[7076,2075,3439,7256]	1.2387e-03	9.7192e-01	1.5093e+00
ANO1	[3,0,0,0]	[4553,204,801,2056]	[2,2,0,2]	[7075,2073,3439,7257]	3.6469e-03	9.5185e-01	1.3002e+00
ANO10	[4,0,0,0]	[4552,204,801,2056]	[4,1,0,6]	[7073,2074,3439,7253]	7.3148e-04	9.7842e-01	8.1639e-01
ANO2	[7,1,1,3]	[4549,203,800,2053]	[10,6,2,10]	[7067,2069,3437,7249]	8.3132e-02	7.7310e-01	1.1821e+00
ANO3	[4,0,0,2]	[4552,204,801,2054]	[3,1,3,6]	[7074,2074,3436,7253]	3.1599e-02	8.5891e-01	1.2653e+00
ANO4	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,3]	[7076,2075,3439,7256]	2.3716e-02	8.7761e-01	1.3169e+00
ANO5	[7,0,0,3]	[4549,204,801,2053]	[9,0,5,14]	[7068,2075,3434,7245]	2.8629e-02	8.6564e-01	8.7243e-01
ANO6	[5,0,0,2]	[4551,204,801,2054]	[11,1,1,9]	[7066,2074,3438,7250]	3.6560e-01	5.4541e-01	6.9958e-01
ANO7	[7,3,1,5]	[4549,201,800,2051]	[17,1,0,20]	[7060,2074,3439,7239]	1.2089e-04	9.9123e-01	1.0481e+00
ANO8	[3,0,0,3]	[4553,204,801,2053]	[2,1,0,6]	[7075,2074,3439,7253]	7.6214e-01	3.8266e-01	1.8957e+00
ANO9	[8,0,0,1]	[4548,204,801,2055]	[7,0,0,2]	[7070,2075,3439,7257]	9.4335e-01	3.3142e-01	1.7751e+00
ANOS1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
ANP32A	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
ANP32B	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
ANP32D	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,0]	[7077,2074,3439,7259]	1.4206e-01	7.0624e-01	8.7058e+00
ANP32E	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
ANPEP	[4,0,1,1]	[4552,204,800,2055]	[3,1,0,5]	[7074,2074,3439,7254]	4.5540e-01	4.9978e-01	1.6997e+00
ANTXR1	[3,0,0,0]	[4553,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	2.4569e+00	1.1701e-01	Infinity
ANTXR2	[0,0,0,1]	[4556,204,801,2055]	[1,1,1,3]	[7076,2074,3438,7256]	2.4153e-03	9.6080e-01	5.8484e-01
ANTXRL	[1,0,1,0]	[4555,204,800,2056]	[3,1,0,8]	[7074,2074,3439,7251]	4.8148e-01	4.8775e-01	4.6839e-01
ANXA1	[3,0,0,0]	[4553,204,801,2056]	[4,1,0,3]	[7073,2074,3439,7256]	2.0529e-05	9.9638e-01	7.8717e-01
ANXA10	[5,0,0,2]	[4551,204,801,2054]	[5,4,0,5]	[7072,2071,3439,7254]	1.1844e-01	7.3074e-01	1.3455e+00
ANXA11	[3,1,0,0]	[4553,203,801,2056]	[9,2,0,4]	[7068,2073,3439,7255]	4.8188e-01	4.8757e-01	5.9613e-01
ANXA13	[1,0,0,3]	[4555,204,801,2053]	[4,0,1,2]	[7073,2075,3438,7257]	2.8194e-02	8.6665e-01	1.3412e+00
ANXA2	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	4.6522e-03	9.4562e-01	5.1767e-01
ANXA3	[3,0,0,0]	[4553,204,801,2056]	[7,2,0,1]	[7070,2073,3439,7258]	2.4530e-01	6.2040e-01	5.8076e-01
ANXA4	[1,0,0,0]	[4555,204,801,2056]	[1,0,1,3]	[7076,2075,3438,7256]	1.5759e-02	9.0010e-01	4.8950e-01
ANXA5	[0,0,0,1]	[4556,204,801,2055]	[5,0,0,2]	[7072,2075,3439,7257]	7.3545e-01	3.9112e-01	3.2469e-01
ANXA6	[0,1,0,1]	[4556,203,801,2055]	[8,1,0,1]	[7069,2074,3439,7258]	6.5161e-01	4.1954e-01	4.9065e-01
ANXA7	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,0]	[7076,2075,3438,7259]	1.6577e-02	8.9755e-01	0.0000e+00
ANXA8	[1,0,0,0]	[4555,204,801,2056]	[2,1,1,2]	[7075,2074,3438,7257]	1.2051e-01	7.2848e-01	4.0465e-01
ANXA9	[1,1,2,0]	[4555,203,799,2056]	[2,6,4,1]	[7075,2069,3435,7258]	4.9925e-02	8.2319e-01	1.3683e+00
AOAH	[5,0,0,1]	[4551,204,801,2055]	[8,0,1,8]	[7069,2075,3438,7251]	1.2264e-01	7.2619e-01	7.5081e-01
AOC1	[3,1,0,0]	[4553,203,801,2056]	[6,1,1,6]	[7071,2074,3438,7253]	1.4731e-01	7.0112e-01	6.9193e-01
AOC2	[11,2,0,1]	[4545,202,801,2055]	[13,6,0,6]	[7064,2069,3439,7253]	4.4753e-01	5.0351e-01	1.3374e+00
AOC3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AOX1	[8,0,0,2]	[4548,204,801,2054]	[23,1,1,14]	[7054,2074,3438,7245]	2.8710e+00	9.0191e-02	5.1844e-01
AP000295.1	[3,0,0,0]	[4553,204,801,2056]	[8,0,2,4]	[7069,2075,3437,7255]	1.1847e+00	2.7641e-01	4.1509e-01
AP000311.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP000346.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP000350.4	[0,0,0,2]	[4556,204,801,2054]	[0,1,1,3]	[7077,2074,3438,7256]	1.2718e-02	9.1021e-01	1.6575e+00
AP000426.1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
AP000445.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,1]	[7077,2075,3438,7258]	2.5108e-02	8.7410e-01	0.0000e+00
AP000487.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP000646.1	[0,0,0,0]	[4556,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	4.8257e-01	4.8726e-01	0.0000e+00
AP000704.1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
AP000721.1	[0,0,0,1]	[4556,204,801,2055]	[3,0,1,0]	[7074,2075,3438,7259]	6.8774e-03	9.3391e-01	5.7138e-01
AP000722.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AP000753.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP000757.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP000763.4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP000779.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	5.0102e-02	8.2289e-01	8.4172e-01
AP000781.2	[3,0,0,1]	[4553,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	2.8329e-01	5.9455e-01	1.8666e+00
AP000812.5	[0,0,0,2]	[4556,204,801,2054]	[4,1,0,4]	[7073,2074,3439,7255]	1.1172e-01	7.3819e-01	6.1373e-01
AP000842.2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
AP000873.4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP000892.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AP000897.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,5,0]	[7077,2075,3434,7259]	2.5822e-01	6.1134e-01	0.0000e+00
AP000902.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP000915.2	[1,0,0,0]	[4555,204,801,2056]	[3,4,0,2]	[7074,2071,3439,7257]	4.6234e-01	4.9653e-01	3.0803e-01
AP000919.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP000941.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP000943.3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AP000944.2	[3,0,0,0]	[4553,204,801,2056]	[2,2,0,4]	[7075,2073,3439,7255]	1.1279e-01	7.3699e-01	9.8909e-01
AP001010.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.9055e-01	6.6246e-01	0.0000e+00
AP001020.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP001021.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001094.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001107.6	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP001107.9	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP001150.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	4.6522e-03	9.4562e-01	1.5536e+00
AP001189.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001207.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001271.1	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.4786e-01	7.0059e-01	3.1076e+00
AP001273.2	[5,0,0,1]	[4551,204,801,2055]	[7,1,1,4]	[7070,2074,3438,7255]	4.4277e-02	8.3334e-01	9.7903e-01
AP001347.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP001351.1	[0,0,0,0]	[4556,204,801,2056]	[1,2,0,0]	[7076,2073,3439,7259]	1.2449e-02	9.1116e-01	0.0000e+00
AP001372.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP001372.3	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AP001434.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001442.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001458.2	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.7936e-01	5.3795e-01	3.5437e+00
AP001469.2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP001547.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP001610.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP001615.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP001625.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP001627.1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	2.0675e+00	1.5047e-01	0.0000e+00
AP001652.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP001781.2	[2,0,0,3]	[4554,204,801,2053]	[3,0,0,3]	[7074,2075,3439,7256]	6.6696e-01	4.1411e-01	1.9356e+00
AP001783.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP001825.1	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
AP001922.2	[0,1,0,0]	[4556,203,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	2.0675e+00	1.5047e-01	Infinity
AP001931.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP001970.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP002008.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP002340.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP002370.2	[3,0,0,0]	[4553,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	3.7118e-02	8.4722e-01	1.6693e+00
AP002373.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP002387.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP002449.1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	2.6907e-01	6.0396e-01	0.0000e+00
AP002453.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP002478.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP002490.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP002495.1	[0,0,1,0]	[4556,204,800,2056]	[6,1,0,8]	[7071,2074,3439,7251]	2.7563e+00	9.6870e-02	1.9288e-01
AP002505.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AP002512.3	[3,0,0,2]	[4553,204,801,2054]	[6,0,0,4]	[7071,2075,3439,7255]	3.8396e-02	8.4465e-01	1.0467e+00
AP002518.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	6.3157e-01	4.2678e-01	0.0000e+00
AP002748.4	[6,0,0,1]	[4550,204,801,2055]	[2,1,0,1]	[7075,2074,3439,7258]	3.4510e+00	6.3212e-02	4.0538e+00
AP002762.1	[3,0,0,0]	[4553,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	9.1445e-01	3.3894e-01	4.6624e+00
AP002770.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP002807.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
AP002815.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AP002833.2	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	4.6522e-03	9.4562e-01	5.1767e-01
AP002840.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP002884.2	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	1.0781e+00	2.9913e-01	Infinity
AP002961.1	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP002990.1	[2,0,0,0]	[4554,204,801,2056]	[2,0,1,1]	[7075,2075,3438,7258]	1.7744e-01	6.7358e-01	1.0199e+00
AP002993.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AP003025.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
AP003025.2	[3,0,0,0]	[4553,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	2.4569e+00	1.1701e-01	Infinity
AP003032.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP003065.1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
AP003068.3	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	1.2280e-02	9.1176e-01	6.0586e-01
AP003108.2	[7,0,0,0]	[4549,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	2.5816e+00	1.0811e-01	3.4795e+00
AP003119.2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP003128.1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
AP003168.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP003306.1	[0,0,0,0]	[4556,204,801,2056]	[0,2,0,0]	[7077,2073,3439,7259]	6.3233e-01	4.2650e-01	0.0000e+00
AP003392.3	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AP003393.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP003396.5	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP003419.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP003478.1	[3,0,0,0]	[4553,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	9.1445e-01	3.3894e-01	4.6624e+00
AP003555.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP003717.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP003785.1	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	1.9205e+00	1.6580e-01	Infinity
AP004247.2	[0,0,0,1]	[4556,204,801,2055]	[1,0,0,0]	[7076,2075,3439,7259]	3.0775e-02	8.6074e-01	1.9898e+00
AP005059.1	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.4786e-01	7.0059e-01	3.1076e+00
AP005120.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP005131.3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP005131.5	[1,1,0,0]	[4555,203,801,2056]	[0,2,0,0]	[7077,2073,3439,7259]	1.4616e+00	2.2667e-01	8.5208e+00
AP005136.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AP005205.2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP005263.1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
AP005329.2	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	3.7936e-01	5.3795e-01	9.9488e-01
AP005433.1	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
AP005436.2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
AP006216.3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
AP006623.1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
AP1B1	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
AP1G1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
AP1M1	[1,0,0,0]	[4555,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	1.6577e-02	8.9755e-01	3.2203e+00
AP1M2	[0,0,1,2]	[4556,204,800,2054]	[2,2,0,2]	[7075,2073,3439,7257]	1.4662e-01	7.0179e-01	1.6883e+00
AP1S1	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
AP1S3	[1,0,0,0]	[4555,204,801,2056]	[0,1,0,0]	[7077,2074,3439,7259]	1.1103e-03	9.7342e-01	6.7963e+00
